Route,Route Type,numero_vuelo,NB/WB,Flt Desg,Eff Date,Dis Date,Freq,Fleet,Equip,Service Type,Dept Arp,Dept Time,Arvl Arp,Arrv Time,Saleable config.,demora,TA,BU,owner,Provider Catering,Centralized Cat,Icebridge,Cycle_BC/PE,Cycle_YC,Cycle_Crew,bc_serv_1,bc_serv_2,bc_serv_3,pe_serv_1,pe_serv_2,yc_serv_1,yc_serv_2,yc_serv_3,yc_serv_4,crew_serv_1,crew_serv_2,crew_serv_3,crew_serv_4,"Provider
APV","Type
APV",Centralized APV,"Service
Bar",type_pdto,Cod_letter_triptico,PRINT,BOARDING,ttl_wkly_freq,mon,tue,wed,thu,fri,sat,sun,30-sept-24,31-oct-24,30-nov-24,31-dic-24,31-ene-25,Docs prov.,1,2,3,4,5,Config. Supply Planning,Dept Arp type,Provider Catering type,BC_PE rule group,BC_PE rule,YC rule group,YC rule,TC rule group,TC rule
LIMSCL,Corporate,LA0427,NB,LA0641,9/10/2024,9/26/2024,.2.4...,320,328,J,LIM,4:35:00 p. m.,SCL,10:15:00 p. m.,W20Y150,3:40:00,11:20:00 a. m.,REG,LA,LIM,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,BF00,0,0,SCL,SH,Yes,PEC,TRIP PEC,LIM-SSPY-0-CV-TRIP PEC,SCL,SCL,2,,X,,X,,,,6,0,0,0,0,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCLAM01,TCLAM01-3
SCLBOG,,LA0710,WB,LA0710,9/10/2024,9/24/2024,.2.....,788,788,J,SCL,4:45:00 p. m.,BOG,9:03:00 p. m.,J30Y217,6:18:00,1:37:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HL20,SPM0,0,0,0,HLD0,SNA0,0,0,HLD2,SS00,BF00,0,SCL,LH,No,SH,TRIP BC,SCL-HL20-0-0-CV-TRIP BC,SCL,SCL,1,,X,,,,,,3,0,0,0,0,SCL,0,0,0,0,0,J30Y220,HUB,HUB,BCM04,BCM04-4,YWM05B,YWM05B-3,TCLAM02,TCLAM02-5
SJOLIM,Leisure,LA2437,NB,LA2409,9/10/2024,9/14/2024,.2.4.6.,319,319,J,SJO,5:05:00 p. m.,LIM,9:45:00 p. m.,W12Y126,3:40:00,2:05:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,3,,X,,X,,X,,3,0,0,0,0,LIM,0,0,0,0,0,W12Y126,Station,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02,TCLPM02-6
SCLCOR,Leisure,LA0487,NB,LA0486,9/10/2024,9/27/2024,.23.5..,321,31R,J,SCL,5:15:00 p. m.,COR,6:45:00 p. m.,W12Y206,1:30:00,12:55:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,SWPM,0,SNK1,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,3,,X,X,,X,,,9,0,0,0,0,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM02B,PCM02B-1,YNM02B,YNM02B-1,TCLAM01,TCLAM01-3
CUNLIM,Leisure,LA2011,NB,LA2455,9/10/2024,9/15/2024,.2.4..7,320,328,J,CUN,5:15:00 p. m.,LIM,10:25:00 p. m.,W8Y168,5:10:00,12:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,3,,X,,X,,,X,3,0,0,0,0,LIM,0,0,0,0,0,W12Y162,Caterer,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02B,TCLPM02-6
SCLMAD,,LA0707,WB,LA0708,9/10/2024,9/20/2024,.2..5..,788,788,J,SCL,5:25:00 p. m.,MAD,11:10:00 a. m.,J30Y213,12:45:00,2:15:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,SS00,HB00,BF00,SCL,LH,No,LH,CM,SCL-HD00-HB00-0-CV-CM,SCL,SCL,2,,X,,,X,,,4,0,0,0,0,SCL,FORMULARIO LOCALIZACION PASAJERO ESPAÑA ESP,FORMULARIO LOCALIZACION PASAJERO ESPAÑA ING,0,0,0,J30Y220,HUB,HUB,BCM06,BCM06-7,YWM07,YWM07-7,TCLAM03,TCLAM03-4
HAVLIM,Leisure,LA2190,NB,LA2411,9/10/2024,9/12/2024,.2.4...,319,319,J,HAV,5:25:00 p. m.,LIM,9:40:00 p. m.,W8Y132,5:15:00,12:00:00 a. m.,LH,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,LH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,2,,X,,X,,,,2,0,0,0,0,LIM,0,0,0,0,0,W12Y126,Station,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02,TCLPM02-6
GRUSCL,Corporate,LA8097,NB,LA8096,9/10/2024,9/24/2024,.2.....,320,328,J,GRU,5:25:00 p. m.,SCL,9:55:00 p. m.,W20Y150,4:30:00,1:00:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-SSPY-0-CV-TRIP PEC,GRU,GRU,1,,X,,,,,,3,0,0,0,0,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
SCLMDZ,Leisure,LA0437,NB,LA0436,9/10/2024,9/24/2024,.2.....,320,328,J,SCL,5:28:00 p. m.,MDZ,6:30:00 p. m.,W12Y162,1:02:00,12:40:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,SNK2,0,DP00,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,X,,,,,,3,0,0,0,0,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM01,PCM01-1,YNM01,YNM01-1,TCLAM01,TCLAM01-3
SCLGRU,Corporate,LA0759,NB,LA0758,9/10/2024,9/24/2024,.2.....,321,31R,J,SCL,5:38:00 p. m.,GRU,9:25:00 p. m.,W16Y200,3:47:00,9:25:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,BF00,0,0,SCL,SH,No,PEC,TRIP PEC,SCL-SSPY-0-CV-TRIP PEC,SCL,SCL,1,,X,,,,,,3,0,0,0,0,SCL,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCLAM01,TCLAM01-3
SCLAEP,Leisure,LA0424,NB,LA0425,9/10/2024,9/24/2024,.2.....,320,328,J,SCL,5:54:00 p. m.,AEP,8:00:00 p. m.,W16Y156,2:06:00,1:40:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,CSPY,0,SPM2,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,X,,,,,,3,0,0,0,0,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-4,YNM02,YNM02-3,TCLAM01,TCLAM01-3
ASUGRU,Leisure,LA1302,NB,LA1301,9/10/2024,9/17/2024,12.....,320,328,J,ASU,6:05:00 p. m.,GRU,9:10:00 p. m.,W16Y156,2:05:00,12:50:00 a. m.,REG,PZ,SCL,Yes,Yes,CV,CV,CV,0,0,0,CSPY,0,SPM2,0,0,0,HLDE,0,0,0,SCL,LR,Yes,0,0,0,0,0,2,X,X,,,,,,3,0,0,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y162,Station,HUB,PCM02,PCM02-4,YNM02,YNM02-3,TCPZM01B,TCPZM01B-5
SCLGIG,Leisure,LA3791,NB,LA8107,9/10/2024,9/10/2024,.2.....,321,31R,J,SCL,6:35:00 p. m.,GIG,10:40:00 p. m.,W12Y206,4:05:00,12:00:00 a. m.,REG,JJ,GIG,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,0,0,GIG,SH,Yes,PEL,TRIP PEL,GIG-SSPY-0-CV-TRIP PEL,GRU,GIG,1,,X,,,,,,1,0,0,0,0,GRU,0,0,0,0,0,W12Y206,HUB,Caterer,PCM03,PCM03-4,YNM04,YNM04-3,TCJJM02,TCJJM02-4
LIMSCL,Corporate,LA8206,NB,LA0521,9/10/2024,9/26/2024,.2.4...,321,31R,J,LIM,6:40:00 p. m.,SCL,12:20:00 a. m.,W20Y194,3:40:00,1:23:00 a. m.,REG,LA,LIM,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,BF00,0,0,SCL,SH,Yes,PEC,TRIP PEC,LIM-SSPY-0-CV-TRIP PEC,SCL,SCL,2,,X,,X,,,,6,0,0,0,0,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCLAM01,TCLAM01-3
SCLGRU,Corporate,LA4545,NB,LA8037,9/10/2024,9/27/2024,123.56.,321,31R,J,SCL,6:45:00 p. m.,GRU,10:35:00 p. m.,W16Y200,3:50:00,12:00:00 a. m.,REG,JJ,SCL,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,SCL-SSPY-0-CV-TRIP PEC,GRU,GRU,5,X,X,X,,X,X,,13,0,0,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
MDZSCL,Leisure,LA2428,NB,LA0437,9/10/2024,10/1/2024,.2.....,320,328,J,MDZ,7:10:00 p. m.,SCL,8:10:00 p. m.,W12Y162,1:00:00,12:45:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CD,0,0,0,SNK2,0,DP00,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,X,,,,,,3,1,0,0,0,SCL,0,0,0,0,0,W12Y162,Station,HUB,PCM01,PCM01-1,YNM01,YNM01-1,TCLAM01,TCLAM01-3
GRULIM,Corporate,LA8005,NB,LA8039,9/10/2024,9/14/2024,.23456.,320,328,J,GRU,7:30:00 p. m.,LIM,11:00:00 p. m.,W12Y162,5:30:00,1:15:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,HDL0,0,HLD2,0,0,0,HLDL,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-HDL0-0-CV-TRIP PEC,GRU,GRU,5,,X,X,X,X,X,,5,0,0,0,0,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-5,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
CORSCL,Leisure,LA0144,NB,LA0487,9/10/2024,9/24/2024,.2.....,321,31R,J,COR,7:40:00 p. m.,SCL,9:12:00 p. m.,W12Y206,1:32:00,12:00:00 a. m.,REG,LA,SCL,Yes,Yes,CD,CV,CD,0,0,0,SWPM,0,SNK1,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,X,,,,,,3,0,0,0,0,SCL,0,0,0,0,0,W12Y206,Station,HUB,PCM02B,PCM02B-1,YNM02B,YNM02B-1,TCLAM01,TCLAM01-3
MVDSCL,Leisure,LA0434,NB,LA0409,9/10/2024,9/10/2024,.2.....,320,328,J,MVD,8:00:00 p. m.,SCL,10:38:00 p. m.,W16Y156,2:38:00,10:47:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CD,0,0,0,CDL0,0,SPM2,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,X,,,,,,1,0,0,0,0,SCL,0,0,0,0,0,W12Y162,Station,HUB,PCM02,PCM02-5,YNM02,YNM02-3,TCLAM01,TCLAM01-3
SCLEZE,Corporate,LA0474,NB,LA0479,9/10/2024,9/10/2024,.2.....,321,31R,J,SCL,8:00:00 p. m.,EZE,10:00:00 p. m.,W16Y200,2:00:00,7:36:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,CDL0,0,SPM2,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,X,,,,,,1,0,0,0,0,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM02,PCM02-5,YNM02,YNM02-3,TCLAM01,TCLAM01-3
UIOLIM,Leisure,LA2083,NB,LA1425,9/10/2024,9/15/2024,.2.4..7,320,3SP,J,UIO,8:05:00 p. m.,LIM,10:20:00 p. m.,W12Y162,2:15:00,12:00:00 a. m.,REG,XL,UIO,No,No,CV,CV,CV,0,0,0,CDL0,0,SPM2,0,0,0,HLDE,BF00,0,0,UIO,LR,No,0,0,0,0,0,3,,X,,X,,,X,3,0,0,0,0,UIO,0,0,0,0,0,W12Y162,OP HUB,OP HUB,PCM02,PCM02-5,YNM02,YNM02-3,TCXLM01,TCXLM01-3
LIMEZE,Leisure,LA2376,NB,LA2375,9/10/2024,9/10/2024,.2.....,320,3SP,J,LIM,8:25:00 p. m.,EZE,2:55:00 a. m.,W12Y162,4:30:00,12:50:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,HDL0,0,HLDE,0,0,0,HLDL,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-HDL0-0-CV-TRIP PEL,LIM,LIM,1,,X,,,,,,1,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-5,YNM04,YNM04-3,TCLPM01B,TCLPM01B-3
CWBSCL,Leisure,LA2424,NB,LA0782,9/10/2024,9/10/2024,.2.....,320,328,J,CWB,8:30:00 p. m.,SCL,12:20:00 a. m.,W12Y162,3:50:00,8:30:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,HDL0,0,HLDR,0,0,0,HLDL,BF00,0,0,SCL,SH,Yes,PEL,TRIP PEL,SCL-HDL0-0-CV-TRIP PEL,SCL,SCL,1,,X,,,,,,1,0,0,0,0,SCL,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-5,YNM04,YNM04-3,TCLAM01,TCLAM01-3
SCLLIM,Corporate,LA2429,NB,LA2428,9/10/2024,9/25/2024,.23....,320,328,J,SCL,8:55:00 p. m.,LIM,10:45:00 p. m.,W20Y150,3:50:00,2:05:00 a. m.,REG,LP,SCL,No,No,CV,CV,CV,0,0,0,HDL0,0,HLD2,0,0,0,HLDL,BF00,0,0,SCL,SH,No,PEC,TRIP PEC,SCL-HDL0-0-CV-TRIP PEC,SCL,SCL,2,,X,X,,,,,6,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-5,YNM04B,YNM04B-3,TCLPM01,TCLPM01-3
SCLLIM,Corporate,LA0523,NB,LA0524,9/10/2024,9/24/2024,.2.....,321,31R,J,SCL,9:05:00 p. m.,LIM,10:55:00 p. m.,W20Y194,3:50:00,8:55:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,0,0,0,HDL0,0,HLD2,0,0,0,HLDL,BF00,0,0,SCL,SH,No,PEC,TRIP PEC,SCL-HDL0-0-CV-TRIP PEC,SCL,SCL,1,,X,,,,,,3,0,0,0,0,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-5,YNM04B,YNM04B-3,TCLAM01,TCLAM01-3
GRUSCL,Corporate,LA0081,NB,LA8221,9/10/2024,9/24/2024,.2.....,321,31R,J,GRU,9:05:00 p. m.,SCL,1:23:00 a. m.,W20Y194,4:18:00,12:00:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,HDL0,0,HLD2,0,0,0,HLDL,SS00,0,0,GRU,SH,No,PEC,TRIP PEC,GRU-HDL0-0-CV-TRIP PEC,GRU,GRU,1,,X,,,,,,3,0,0,0,0,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-5,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
AEPSCL,Leisure,LA0021,NB,LA0424,9/10/2024,9/28/2024,.23..6.,320,328,J,AEP,9:40:00 p. m.,SCL,12:02:00 a. m.,W16Y156,2:22:00,12:00:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CD,0,0,0,CDL0,0,SPM2,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,3,,X,X,,,X,,9,0,0,0,0,SCL,0,0,0,0,0,W12Y162,Station,HUB,PCM02,PCM02-5,YNM02,YNM02-3,TCLAM01,TCLAM01-3
AEPGRU,Leisure,LA8004,NB,LA8139,9/10/2024,9/13/2024,.2..5..,320,328,J,AEP,10:50:00 p. m.,GRU,1:20:00 a. m.,W8Y168,2:30:00,2:10:00 a. m.,REG,JJ,GRU,Yes,Yes,CV,CV,CD,0,0,0,CDL0,0,SPM2,0,0,0,HLDE,0,0,0,GRU,LR,Yes,0,0,0,0,0,2,,X,,,X,,,2,0,0,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y162,Station,HUB,PCM02,PCM02-5,YNM02,YNM02-3,TCJJM01,TCJJM01-6
SCLGRU,Corporate,LA9222,NB,LA8097,9/10/2024,9/24/2024,.2.....,320,328,J,SCL,10:55:00 p. m.,GRU,2:45:00 a. m.,W16Y156,3:50:00,12:00:00 a. m.,REG,JJ,SCL,No,No,CV,CV,CV,0,0,0,HDL0,0,HLD2,0,0,0,HLDL,SS00,0,0,GRU,SH,Yes,PEC,TRIP PEC,SCL-HDL0-0-CV-TRIP PEC,GRU,GRU,1,,X,,,,,,3,0,0,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-5,YNM04B,YNM04B-3,TCJJM02,TCJJM02-4
LIMGIG,Leisure,LA2405,NB,LA2404,9/10/2024,9/10/2024,.2.....,319,319,J,LIM,11:20:00 p. m.,GIG,6:20:00 a. m.,W16Y120,5:00:00,12:45:00 a. m.,REG,LP,LIM,No,No,CV,CV,CV,0,0,0,SSPY,SNK4,HLDE,SPM2,0,0,HLDE,HB00,BF00,0,LIM,SH,No,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,1,,X,,,,,,1,0,0,0,0,LIM,0,0,0,0,0,W12Y126,HUB,HUB,PCM04,PCM04-6,YNM05,YNM05-3,TCLPM02,TCLPM02-5
MADSCL,,LA0532,WB,LA0705,9/10/2024,9/17/2024,.2.....,789,789,J,MAD,11:55:00 p. m.,SCL,8:10:00 a. m.,J30Y270,13:15:00,2:45:00 p. m.,LH,LA,MAD,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,SS00,HB00,BF00,MAD,REPO,No,LH,CM,MAD-HD00-HB00-0-CV-CM,SCL,SCL,1,,X,,,,,,2,0,0,0,0,SCL,0,0,0,0,0,J30Y274,Caterer,Caterer,BCM06,BCM06-7,YWM07,YWM07-7,TCLAM03,TCLAM03-4
LIMUIO,Leisure,LA1454,NB,LA1424,9/11/2024,9/11/2024,..3....,320,328,J,LIM,12:30:00 a. m.,UIO,2:30:00 a. m.,W12Y162,2:00:00,6:41:00 a. m.,REG,XL,LIM,No,No,CV,CV,CV,0,0,0,CSPY,0,SPM2,0,0,0,SS00,BF00,0,0,LIM,LR,No,0,0,0,0,0,1,,,X,,,,,1,0,0,0,0,UIO,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-1,YNM02,YNM02-1,TCXLM01,TCXLM01-1
GRUSCL,Corporate,LA8133,NB,LA8030,9/11/2024,9/13/2024,..3.5..,321,31R,J,GRU,1:00:00 a. m.,SCL,5:30:00 a. m.,W8Y212,4:30:00,1:05:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,SS00,HB00,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-SSPY-0-CV-TRIP PEC,GRU,GRU,2,,,X,,X,,,2,0,0,0,0,GRU,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-1,YNM04B,YNM04B-1,TCJJM02,TCJJM02-2
LIMASU,Leisure,LA1320,NB,LA1321,9/11/2024,9/29/2024,..34..7,320,38R,J,LIM,1:15:00 a. m.,ASU,5:55:00 a. m.,W12Y162,3:40:00,1:00:00 a. m.,REG,PZ,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,SS00,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,3,,,X,X,,,X,9,0,0,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCPZM02,TCPZM02-1
CUNLIM,Leisure,LA2133,NB,LA2457,9/11/2024,9/14/2024,..34.6.,319,319,J,CUN,1:25:00 a. m.,LIM,6:35:00 a. m.,W8Y132,5:10:00,12:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,HB00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,3,,,X,X,,X,,3,0,0,0,0,LIM,0,0,0,0,0,W12Y126,Caterer,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM02B,TCLPM02-1
PUJLIM,Leisure,LA2258,NB,LA2451,9/11/2024,9/29/2024,..34..7,320,328,J,PUJ,1:30:00 a. m.,LIM,5:25:00 a. m.,W12Y162,4:55:00,12:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,HB00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,3,,,X,X,,,X,9,0,0,0,0,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM02B,TCLPM02-1
GRULIM,Corporate,LA8040,NB,LA8004,9/11/2024,9/14/2024,..3..6.,320,328,J,GRU,3:30:00 a. m.,LIM,7:00:00 a. m.,W12Y162,5:30:00,2:20:00 a. m.,REG,JJ,GRU,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,SS00,HB00,0,0,GRU,SH,Yes,PEC,TRIP PEC,GRU-SSPY-0-CV-TRIP PEC,GRU,GRU,2,,,X,,,X,,2,0,0,0,0,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-1,YNM04B,YNM04B-1,TCJJM02,TCJJM02-2
EZELIM,Leisure,LA2009,NB,LA2376,9/11/2024,9/11/2024,..3....,320,3SP,J,EZE,3:45:00 a. m.,LIM,6:40:00 a. m.,W12Y162,4:55:00,12:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,SS00,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,1,,,X,,,,,1,0,0,0,0,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM01B,TCLPM01B-1
SCLGIG,Leisure,LA0777,NB,LA0776,9/11/2024,9/28/2024,..3456.,321,31R,J,SCL,4:31:00 a. m.,GIG,8:35:00 a. m.,W12Y206,4:04:00,1:00:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,BF00,0,0,SCL,SH,Yes,PEL,TRIP PEL,SCL-HBPY-0-CV-TRIP PEL,SCL,SCL,4,,,X,X,X,X,,12,0,0,0,0,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLAM01,TCLAM01-2
LPBLIM,Leisure,LA2304,NB,LA2401,9/11/2024,9/14/2024,..3.56.,319,319,J,LPB,5:30:00 a. m.,LIM,6:30:00 a. m.,W12Y126,2:00:00,12:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,3,,,X,,X,X,,3,0,0,0,0,LIM,0,0,0,0,0,W12Y126,Station,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLPM01,TCLPM01-2
SCLEZE,Corporate,LA0468,NB,LA0469,9/11/2024,9/27/2024,..3.5..,321,31R,J,SCL,6:00:00 a. m.,EZE,8:00:00 a. m.,W12Y206,2:00:00,1:00:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,CBPY,0,SAM2,0,0,0,HB00,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,2,,,X,,X,,,6,0,0,0,0,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM02,PCM02-2,YNM02,YNM02-2,TCLAM01,TCLAM01-2
SCLFLN,Leisure,LA0719,NB,LA0718,9/11/2024,9/29/2024,..3.5.7,321,31R,J,SCL,6:03:00 a. m.,FLN,9:20:00 a. m.,W12Y206,3:17:00,1:05:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,BF00,0,0,SCL,SH,Yes,PEL,TRIP PEL,SCL-HBPY-0-CV-TRIP PEL,SCL,SCL,3,,,X,,X,,X,9,0,0,0,0,SCL,TARJETA BRASIL MIGRACION PORT/ENG,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-2,YNM04,YNM04-2,TCLAM01,TCLAM01-2
GRUSCL,Corporate,LA8220,NB,LA0759,9/11/2024,9/28/2024,..3..6.,321,31R,J,GRU,6:50:00 a. m.,SCL,11:08:00 a. m.,W12Y206,4:18:00,1:10:00 a. m.,REG,LA,GRU,No,No,CV,CV,CV,0,0,0,HBPY,0,HBE0,0,0,0,HBPY,BF00,0,0,SCL,SH,Yes,PEC,TRIP PEC,GRU-HBPY-0-CV-TRIP PEC,SCL,SCL,2,,,X,,,X,,6,0,0,0,0,SCL,0,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-2,YNM04B,YNM04B-2,TCLAM01,TCLAM01-2
GIGLIM,Leisure,LA2408,NB,LA2405,9/11/2024,9/11/2024,..3....,319,319,J,GIG,7:05:00 a. m.,LIM,10:45:00 a. m.,W12Y126,5:40:00,2:00:00 a. m.,REG,LP,GIG,No,No,CV,CV,CV,0,0,0,HBPY,SNK4,HBE0,SAM2,0,0,HBPY,SS00,BF00,0,GIG,SH,No,PEL,TRIP PEL,GIG-HBPY-0-CV-TRIP PEL,LIM,LIM,1,,,X,,,,,1,0,0,0,0,LIM,0,0,0,0,0,W12Y126,Caterer,Caterer,PCM04,PCM04-2,YNM05,YNM05-2,TCLPM02,TCLPM02-2
